stn    time           tre200dx  tre200dn  tre200d0
BAS    20180510           15.6      11.4      13.2
BAS    20180511           22.1       8.7      15.6
BAS    20180512           25.4      11.3      18.6
BAS    20180513           13.9       9.3      10.7
BAS    20180514           13.6       9.1      11.3
BAS    20180515           16.5      10.8      12.5
BAS    20180516           14.6      10.1      11.8
BAS    20180517           17.8       9.3      12.5
BAS    20180518           20.8      10.2      14.8
BAS    20180519           21.1       8.0      14.1
BAS    20180520           20.4       9.5      15.0
BAS    20180521           22.4      12.6      16.8
BAS    20180522           24.9      11.6      18.1
BAS    20180523           21.9      12.1      17.1
BAS    20180524           24.8      14.2      19.2
BAS    20180525           27.4      13.1      20.2
BAS    20180526           27.5      14.1      21.9
BAS    20180527           27.7      16.5      22.1
BAS    20180528           27.3      16.1      21.1
BAS    20180529           24.6      15.0      19.4
BAS    20180530           27.4      13.7      20.7
BAS    20180531           24.5      14.1      18.3
BAS    20180601           23.9      13.0      18.1
BAS    20180602           25.3      12.8      19.4
BAS    20180603           26.8      13.1      20.5
BAS    20180604           26.9      16.0      20.2
BAS    20180605           27.0      15.8      21.1
BAS    20180606           25.1      17.4      21.0
BAS    20180607           24.4      16.9      19.9
BAS    20180608           26.5      17.5      20.7
BAS    20180609           27.2      15.9      20.4
BAS    20180610           27.0      16.6      21.6
BAS    20180611           22.6      17.4      19.3
BAS    20180612           21.9      14.2      18.6
BAS    20180613           17.5      11.1      14.9
BAS    20180614           21.7       9.6      15.8
BAS    20180615           23.9      12.3      18.2
BAS    20180616           25.4      12.9      20.0
BAS    20180617           23.8      15.5      19.2
BAS    20180618           24.3      13.2      19.4
BAS    20180619           27.2      14.9      21.1
BAS    20180620           29.9      14.8      22.7
BAS    20180621           27.9      14.6      22.2
BAS    20180622           19.9       9.6      15.0
BAS    20180623           21.1       7.2      15.1
BAS    20180624           22.2      10.4      16.3
BAS    20180625           22.9      12.4      17.4
BAS    20180626           25.8      10.2      19.7
BAS    20180627           27.3      14.3      21.1
BAS    20180628           25.4      14.1      20.1
BAS    20180629           26.3      16.4      20.9
BAS    20180630           31.5      15.5      24.0
BAS    20180701           30.7      16.7      24.2
BAS    20180702           30.2      19.2      24.8
BAS    20180703           26.3      17.1      20.8
BAS    20180704           29.3      17.9      23.6
BAS    20180705           23.1      16.8      18.8
BAS    20180706           23.3      16.5      18.9
BAS    20180707           27.1      15.5      21.3
BAS    20180708           27.1      15.4      21.5
BAS    20180709           27.7      14.1      21.5
BAS    20180710           24.7      15.4      20.0
BAS    20180711           22.6      11.1      17.1
BAS    20180712           26.0       9.9      18.8
BAS    20180713           29.3      12.5      22.0
BAS    20180714           30.0      15.7      23.5
BAS    20180715           29.9      16.2      21.0
BAS    20180716           28.8      14.6      21.9
BAS    20180717           28.8      15.2      22.7
BAS    20180718           29.7      16.5      23.1
BAS    20180719           29.9      15.4      23.3
BAS    20180720           28.8      16.5      21.4
BAS    20180721           22.5      15.9      19.5
BAS    20180722           27.2      15.3      21.6
BAS    20180723           27.5      15.2      22.1
BAS    20180724           32.2      15.0      24.6
BAS    20180725           33.1      19.2      25.9
BAS    20180726           33.0      18.0      25.7
BAS    20180727           33.0      16.1      25.4
BAS    20180728           26.2      17.9      22.1
BAS    20180729           32.0      16.8      24.4
BAS    20180730           34.0      18.7      26.4
BAS    20180731           34.5      18.8      27.1
BAS    20180801           31.3      19.4      24.6
BAS    20180802           31.9      17.5      25.0
BAS    20180803           34.4      18.8      26.9
BAS    20180804           34.8      21.2      28.1
BAS    20180805           33.2      20.2      26.7
BAS    20180806           34.3      19.0      26.6
BAS    20180807           34.3      21.8      26.8
BAS    20180808           30.8      18.5      23.4
BAS    20180809           28.6      17.5      21.8
BAS    20180810           24.9      14.8      19.5
BAS    20180811           25.1      13.6      19.6
BAS    20180812           29.8      10.8      21.2
BAS    20180813           23.9      17.7      19.7
BAS    20180814           26.8      16.5      21.0
BAS    20180815           27.4      13.4      20.7
BAS    20180816           30.5      13.8      22.4
BAS    20180817           29.8      17.3      22.2
BAS    20180818           26.7      17.8      21.6
BAS    20180819           29.7      16.4      22.8
BAS    20180820           30.1      15.6      23.3
BAS    20180821           31.2      16.5      23.8
BAS    20180822           33.0      17.6      24.9
BAS    20180823           30.0      18.2      22.8
BAS    20180824           23.4      13.6      18.5
BAS    20180825           15.8       9.2      13.1
BAS    20180826           20.6       8.6      14.6
BAS    20180827           26.4      12.8      19.4
BAS    20180828           27.8      14.3      20.6
BAS    20180829           27.9      14.6      19.9
BAS    20180830           21.2      14.9      17.5
BAS    20180831           15.6      11.9      13.6
BAS    20180901           17.9      12.8      15.1
BAS    20180902           17.4      12.5      15.0
BAS    20180903           20.7      13.5      16.7
BAS    20180904           24.3      12.6      17.8
BAS    20180905           26.8      12.1      19.4
BAS    20180906           22.7      13.6      18.0
BAS    20180907           22.7      14.1      18.3
BAS    20180908           24.1      10.4      17.0
BAS    20180909           27.2      10.9      18.4
BAS    20180910           28.6      11.8      20.1
BAS    20180911           29.7      12.6      20.9
BAS    20180912           30.8      14.8      22.3
BAS    20180913           27.3      16.4      19.7
BAS    20180914           22.3      15.6      18.1
BAS    20180915           22.7      10.5      16.9
BAS    20180916           25.3       8.9      17.4
BAS    20180917           28.5      13.4      20.4
BAS    20180918           29.2      14.9      20.5
BAS    20180919           28.5      14.2      20.7
BAS    20180920           28.4      15.7      21.3
BAS    20180921           27.6      11.2      18.3
BAS    20180922           20.3      10.6      15.3
BAS    20180923           26.7      12.9      19.0
BAS    20180924           15.6       5.8      11.4
BAS    20180925           17.5       2.9      10.7
BAS    20180926           20.9       4.4      12.7
BAS    20180927           24.6       8.5      15.7
BAS    20180928           24.5      10.0      16.3
BAS    20180929           19.2       6.8      12.5
BAS    20180930           23.4       5.7      15.0
BAS    20181001           14.0       7.0      10.0
BAS    20181002           13.8       6.6      10.4
BAS    20181003           16.7       7.9      11.8
BAS    20181004           18.6       7.8      11.8
BAS    20181005           23.7       7.7      15.3
BAS    20181006           23.6      11.6      16.7
BAS    20181007           21.5      10.7      16.1
BAS    20181008           18.3       9.5      12.8
BAS    20181009           20.8       7.3      13.6
BAS    20181010           22.2       9.8      15.8
BAS    20181011           20.0       8.9      14.3
BAS    20181012           25.6      12.1      17.8
BAS    20181013           25.1      10.9      17.2
BAS    20181014           24.9      10.8      16.8
BAS    20181015           23.2       8.4      14.8
BAS    20181016           23.8       8.7      14.3
BAS    20181017           21.6       8.1      13.4
BAS    20181018           19.0       6.7      12.4
BAS    20181019           15.7       7.8      11.6
BAS    20181020           16.6       6.1      10.4
BAS    20181021           15.0       4.5       9.8
BAS    20181022           14.8       0.7       8.2
BAS    20181023           16.1       4.7      10.4
BAS    20181024           16.3       8.2      12.4
BAS    20181025           17.5       6.6      11.1
BAS    20181026           14.3       8.2      10.1
BAS    20181027            9.3       3.7       5.9
BAS    20181028            5.7       3.6       4.4
BAS    20181029            7.7       3.5       4.8
BAS    20181030            9.1       2.2       5.5
BAS    20181031            9.5       2.8       6.1
BAS    20181101           15.0       2.5       8.4
BAS    20181102           10.2       4.2       7.8
BAS    20181103           10.3       6.5       8.3
BAS    20181104           12.7       4.1       8.5
BAS    20181105           15.0       4.3       8.6
